Tournament;Date;Series;Surface;Round;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;B365W;B365L;EXW;EXL;LBW;LBL;PSW;PSL;SJW;SJL
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Roddick A.;Ito T.;10;181;3180;284;6;4;6;3;;;;;;;2;0;1,02;12;1,03;10;1,04;9;1,05;15,2;1,05;9
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Chardy J.;Roger-Vasselin E.;60;105;820;525;6;3;7;6;;;;;;;2;0;1,33;3,25;1,3;3,3;1,33;3,25;1,44;3,09;1,33;3
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Chiudinelli M.;Llodra M.;75;28;680;1345;6;3;6;0;;;;;;;2;0;3,4;1,3;3,5;1,28;3,25;1,33;3,35;1,39;3,25;1,29
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Gasquet R.;De Bakker T.;30;46;1305;980;6;3;7;6;;;;;;;2;0;1,5;2,5;1,45;2,6;1,44;2,63;1,58;2,58;1,5;2,5
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Garcia-Lopez G.;Ram R.;39;174;1130;290;6;7;6;4;7;6;;;;;2;1;1,25;3,75;1,25;3,75;1,22;4;1,35;3,55;1,22;3,75
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Troicki V.;Nishikori K.;54;121;885;452;6;4;6;2;;;;;;;2;0;1,44;2,62;1,5;2,45;1,5;2,5;1,62;2,49;1,44;2,63
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Monfils G.;Soeda G.;15;104;2160;534;7;6;6;4;;;;;;;2;0;1,08;7;1,1;6,5;1,1;6,5;1,13;7,69;1,1;6
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Raonic M.;Serra F.;200;70;255;706;6;4;3;6;6;4;;;;;2;1;1,83;1,83;1,95;1,8;1,83;1,83;2,06;1,88;2;1,73
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Nadal R.;Giraldo S.;1;63;12070;793;6;4;6;4;;;;;;;2;0;1,01;15;1,02;12;1,03;10;1,03;20,5;1,02;13
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Seppi A.;Dodig I.;58;141;855;399;3;6;6;4;6;2;;;;;2;1;1,53;2,37;1,55;2,35;1,53;2,38;1,7;2,31;1,57;2,25
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Melzer J.;Monaco J.;13;35;2560;1175;6;4;4;6;6;1;;;;;2;1;1,36;3;1,35;3;1,33;3,25;1,37;3,41;1,29;3,25
Rakuten Japan Open Tennis Championships;05/10/2010;ATP500;Hard;1st Round;Nieminen J.;Tsonga J.W.;48;12;950;2850;6;4;5;7;6;1;;;;;2;1;2,37;1,53;2,35;1,55;2,38;1,53;2,56;1,59;2,38;1,53
Rakuten Japan Open Tennis Championships;06/10/2010;ATP500;Hard;2nd Round;Stepanek R.;Chiudinelli M.;37;75;1145;680;5;7;7;6;4;1;;;;;1;1;1,5;2,5;1,55;2,35;1,5;2,5;1,59;2,56;1,53;2,38
Rakuten Japan Open Tennis Championships;06/10/2010;ATP500;Hard;2nd Round;Garcia-Lopez G.;Lopez F.;39;23;1130;1685;7;6;6;4;;;;;;;2;0;2,62;1,44;2,8;1,4;2,75;1,4;2,56;1,59;2,74;1,4
Rakuten Japan Open Tennis Championships;06/10/2010;ATP500;Hard;2nd Round;Tursunov D.;Gasquet R.;432;30;83;1305;7;6;1;6;6;4;;;;;2;1;3,5;1,28;3,3;1,3;3,4;1,3;3,66;1,34;3,25;1,29
Rakuten Japan Open Tennis Championships;06/10/2010;ATP500;Hard;2nd Round;Nieminen J.;Gimeno-Traver D.;48;118;950;458;6;3;7;6;;;;;;;2;0;1,57;2,25;1,65;2,15;1,57;2,25;1,68;2,35;1,57;2,25
Rakuten Japan Open Tennis Championships;07/10/2010;ATP500;Hard;2nd Round;Roddick A.;Chardy J.;10;60;3180;820;6;4;7;6;;;;;;;2;0;1,33;3,25;1,3;3,3;1,3;3,4;1,39;3,31;1,29;3,5
Rakuten Japan Open Tennis Championships;07/10/2010;ATP500;Hard;2nd Round;Troicki V.;Melzer J.;54;13;885;2560;7;6;3;6;7;6;;;;;2;1;2,2;1,61;2,25;1,6;2,25;1,57;2,27;1,72;2,38;1,53
Rakuten Japan Open Tennis Championships;07/10/2010;ATP500;Hard;2nd Round;Monfils G.;Seppi A.;15;58;2160;855;6;4;6;4;;;;;;;2;0;1,22;4;1,22;4;1,25;3,75;1,3;4,02;1,25;3,5
Rakuten Japan Open Tennis Championships;07/10/2010;ATP500;Hard;2nd Round;Nadal R.;Raonic M.;1;200;12070;255;6;4;6;4;;;;;;;2;0;1,01;15;1,03;10;1,02;11;1,03;21;1,02;13
Rakuten Japan Open Tennis Championships;08/10/2010;ATP500;Hard;Quarterfinals;Stepanek R.;Nieminen J.;37;48;1145;950;;;;;;;;;;;;;1,66;2,1;1,75;2;1,73;2;1,78;2,18;1,73;2,1
Rakuten Japan Open Tennis Championships;08/10/2010;ATP500;Hard;Quarterfinals;Monfils G.;Roddick A.;15;10;2160;3180;7;6;4;6;7;6;;;;;2;1;2,37;1,53;2,25;1,6;2,25;1,57;2,28;1,72;2,38;1,57
Rakuten Japan Open Tennis Championships;08/10/2010;ATP500;Hard;Quarterfinals;Nadal R.;Tursunov D.;1;432;12070;83;6;4;6;1;;;;;;;2;0;1,04;10;1,03;10;1,03;10;1,04;17;1,05;9
Rakuten Japan Open Tennis Championships;08/10/2010;ATP500;Hard;Quarterfinals;Troicki V.;Garcia-Lopez G.;54;39;885;1130;6;2;3;6;6;4;;;;;2;1;1,66;2,1;1,72;2,05;1,67;2,1;1,81;2,14;1,73;2,1
Rakuten Japan Open Tennis Championships;09/10/2010;ATP500;Hard;Semifinals;Monfils G.;Stepanek R.;15;37;2160;1145;6;3;6;3;;;;;;;2;0;1,33;3,25;1,3;3,3;1,36;3;1,39;3,35;1,36;3
Rakuten Japan Open Tennis Championships;09/10/2010;ATP500;Hard;Semifinals;Nadal R.;Troicki V.;1;54;12070;885;7;6;4;6;7;6;;;;;2;1;1,06;8;1,05;8,5;1,06;8;1,08;10,75;1,07;8
Rakuten Japan Open Tennis Championships;10/10/2010;ATP500;Hard;The Final;Nadal R.;Monfils G.;1;15;12070;2160;6;1;7;5;;;;;;;2;0;1,28;3,75;1,3;3,3;1,29;3,5;1,32;3,84;1,29;3,5
Shanghai Masters;10/10/2010;Masters 1000;Hard;1st Round;Robredo T.;Montanes A.;43;23;1075;1610;6;3;7;6;;;;;;;2;0;1,44;2,62;1,45;2,65;1,5;2,5;1,43;3,1;1,4;2,75
Shanghai Masters;10/10/2010;Masters 1000;Hard;1st Round;Dolgopolov O.;Almagro N.;55;16;897;2210;2;6;7;5;7;6;;;;;2;1;2,62;1,44;2,5;1,5;2,38;1,53;2,88;1,49;;
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;Tsonga J.W.;Lopez F.;13;22;2390;1685;7;6;6;3;;;;;;;2;0;1,66;2,1;1,86;1,88;1,73;2;1,77;2,2;1,67;2,1
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;Garcia-Lopez G.;Schwank E.;35;56;1175;868;6;7;6;2;6;4;;;;;2;1;1,25;3,75;1,3;3,3;1,29;3,5;1,29;4,11;1,25;3,5
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;Melzer J.;Yang T.H.;12;279;2560;164;6;4;7;6;;;;;;;2;0;1,05;9;1,08;7;1,05;8,5;1,06;12,5;1,07;7
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;Chardy J.;Baghdatis M.;59;18;820;2030;7;6;6;1;;;;;;;2;0;1,9;1,8;1,95;1,8;2;1,73;2,09;1,85;1,91;1,8
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;De Bakker T.;Verdasco F.;47;9;980;3330;7;6;7;5;;;;;;;2;0;3;1,36;2,8;1,4;2,75;1,4;3,3;1,4;2,75;1,4
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;Zverev M.;Stakhovsky S.;118;34;457;1209;6;1;4;6;7;6;;;;;2;1;1,9;1,8;1,87;1,87;2;1,73;2,07;1,87;1,83;1,83
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;Wawrinka S.;Simon G.;21;39;1765;1100;6;4;6;1;;;;;;;2;0;1,9;1,8;1,95;1,8;1,83;1,83;1,98;1,94;1,83;1,83
Shanghai Masters;11/10/2010;Masters 1000;Hard;1st Round;Monaco J.;Serra F.;41;70;1085;706;6;4;7;6;;;;;;;2;0;2;1,72;1,95;1,8;1,83;1,83;2,11;1,83;1,83;1,83
Shanghai Masters;12/10/2010;Masters 1000;Hard;1st Round;Gimeno-Traver D.;Istomin D.;60;44;813;1051;3;6;6;3;6;3;;;;;2;1;2,5;1,5;;;2,5;1,5;2,65;1,56;2,5;1,5
Shanghai Masters;12/10/2010;Masters 1000;Hard;1st Round;Isner J.;Kubot L.;20;65;1850;745;4;6;7;6;7;6;;;;;2;1;1,08;7;1,11;6;1,14;5;1,14;7,06;1,14;5
Shanghai Masters;12/10/2010;Masters 1000;Hard;1st Round;Bai Y.;Stepanek R.;465;30;74;1325;6;3;6;4;;;;;;;2;0;9;1,05;6;1,1;8,5;1,05;12;1,06;7;1,07
Shanghai Masters;12/10/2010;Masters 1000;Hard;1st Round;Roddick A.;Kohlschreiber P.;11;32;3225;1215;6;3;2;1;;;;;;;1;0;1,38;2,87;1,4;2,8;1,4;2,75;1,5;2,83;1,4;2,75
Shanghai Masters;12/10/2010;Masters 1000;Hard;1st Round;Tipsarevic J.;Golubev A.;37;33;1130;1210;6;3;6;4;;;;;;;2;0;1,61;2,2;1,65;2,15;1,67;2,1;1,72;2,28;1,67;2,1
Shanghai Masters;12/10/2010;Masters 1000;Hard;1st Round;Ljubicic I.;Zhang Z.;17;308;2190;141;5;7;6;3;6;4;;;;;2;1;1,06;8;1,1;6;1,08;7;1,08;10,5;1,07;7
Shanghai Masters;12/10/2010;Masters 1000;Hard;1st Round;Ferrer D.;Llodra M.;10;28;3280;1345;7;6;6;1;;;;;;;2;0;1,25;3,75;1,28;3,49;1,33;3,25;1,27;4,26;1,29;3,25
Shanghai Masters;13/10/2010;Masters 1000;Hard;1st Round;Bellucci T.;Ilhan M.;25;103;1455;535;6;1;2;6;7;6;;;;;2;1;1,57;2,25;1,55;2,35;1,57;2,25;1,69;2,33;1,62;2,2
Shanghai Masters;13/10/2010;Masters 1000;Hard;1st Round;Mayer F.;Anderson K.;48;64;966;755;6;2;6;2;;;;;;;2;0;2,2;1,61;2,25;1,6;2,25;1,57;2,25;1,75;2,2;1,62
Shanghai Masters;13/10/2010;Masters 1000;Hard;1st Round;Gasquet R.;Gulbis E.;31;26;1305;1450;6;1;6;4;;;;;;;2;0;1,57;2,25;1,65;2,15;1,73;2;1,7;2,31;1,73;2
Shanghai Masters;13/10/2010;Masters 1000;Hard;1st Round;Querrey S.;Berrer M.;24;50;1545;950;6;3;7;6;;;;;;;2;0;1,36;3;1,4;2,8;1,4;2,75;1,4;3,28;1,44;2,63
Shanghai Masters;13/10/2010;Masters 1000;Hard;1st Round;Monfils G.;Becker B.;14;61;2370;807;6;1;7;5;;;;;;;2;0;1,28;3,5;1,3;3,3;1,3;3,4;1,33;3,75;1,25;3,5
Shanghai Masters;13/10/2010;Masters 1000;Hard;1st Round;Seppi A.;Cilic M.;58;15;855;2330;6;2;6;2;;;;;;;2;0;4,33;1,2;4;1,22;3,5;1,29;4,22;1,28;3,25;1,29
Shanghai Masters;13/10/2010;Masters 1000;Hard;1st Round;Lu Y.H.;Wu D.;42;399;1080;96;6;1;6;4;;;;;;;2;0;1,08;7;1,1;6,25;1,1;6,5;1,11;8,19;1,1;6
Shanghai Masters;12/10/2010;Masters 1000;Hard;2nd Round;Berdych T.;Robredo T.;7;43;3715;1075;6;0;6;4;;;;;;;2;0;1,44;2,62;1,45;2,6;1,5;2,5;1,45;3,05;1,5;2,5
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Chardy J.;Dolgopolov O.;59;55;820;897;6;1;5;7;6;2;;;;;2;1;1,57;2,25;1,65;2,15;1,57;2,25;1,68;2,36;1,53;2,38
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Melzer J.;Gimeno-Traver D.;12;60;2560;813;6;3;7;6;;;;;;;2;0;1,33;3,25;1,35;3;1,36;3;1,38;3,39;1,36;2,88
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Djokovic N.;Ljubicic I.;2;17;7145;2190;6;3;6;3;;;;;;;2;0;1,12;5,5;1,14;5,05;1,13;5,5;1,16;6,23;1,17;5
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Soderling R.;Tipsarevic J.;5;37;4825;1130;6;3;7;6;;;;;;;2;0;1,4;2,75;1,5;2,45;1,44;2,63;1,48;2,9;1,4;2,75
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Murray A.;Bai Y.;4;465;5125;74;6;2;6;2;;;;;;;2;0;1,01;13;1,03;10,13;1,02;11;1,03;19;1,03;11
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Garcia-Lopez G.;Roddick A.;35;11;1175;3225;3;6;3;2;;;;;;;0;1;4;1,22;3,35;1,28;3,75;1,25;4,18;1,28;3,5;1,29
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Nadal R.;Wawrinka S.;1;21;12390;1765;6;4;6;4;;;;;;;2;0;1,16;4,5;1,25;3,75;1,22;4;1,22;4,96;1,2;4,5
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Seppi A.;Lu Y.H.;58;42;855;1080;7;6;6;3;;;;;;;2;0;1,72;2;1,8;1,95;1,67;2,1;1,9;2,03;1,73;2
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Gasquet R.;Monfils G.;31;14;1305;2370;6;4;3;6;6;4;;;;;2;1;2,2;1,61;2,35;1,55;2,2;1,62;2,43;1,65;2,2;1,62
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Tsonga J.W.;Querrey S.;13;24;2390;1545;7;6;6;1;;;;;;;2;0;;;;;;;;;1,67;2,1
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Ferrer D.;Bellucci T.;10;25;3280;1455;7;6;6;3;;;;;;;2;0;;;;;;;;;;
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Mayer F.;Youzhny M.;48;8;966;3345;6;4;6;7;6;1;;;;;2;1;;;;;;;;;3,25;1,29
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Monaco J.;De Bakker T.;41;47;1085;980;2;6;6;3;6;4;;;;;2;1;2,37;1,53;2,25;1,6;2,25;1,57;2,61;1,57;2,38;1,53
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Zverev M.;Davydenko N.;118;6;457;3945;6;4;7;6;;;;;;;2;0;4,5;1,16;4,25;1,2;4,33;1,2;5,17;1,21;4,5;1,17
Shanghai Masters;13/10/2010;Masters 1000;Hard;2nd Round;Federer R.;Isner J.;3;20;6735;1850;6;3;6;4;;;;;;;2;0;1,12;5,5;1,14;5,05;1,11;6;1,17;6,16;1,14;5,5
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Murray A.;Chardy J.;4;59;5125;820;6;3;6;4;;;;;;;2;0;1,14;5;1,16;4,7;1,14;5;1,19;5,46;1,14;5,5
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Garcia-Lopez G.;Berdych T.;35;7;1175;3715;7;6;6;3;;;;;;;2;0;3;1,36;3;1,35;3,25;1,33;3,33;1,39;3;1,36
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Djokovic N.;Gasquet R.;2;31;7145;1305;6;1;6;1;;;;;;;2;0;1,14;5;1,2;4,25;1,2;4,33;1,18;5,88;1,17;5
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Tsonga J.W.;Mayer F.;13;48;2390;966;7;5;6;3;;;;;;;2;0;1,36;3;1,35;3;1,36;3;1,4;3,28;1,36;3
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Soderling R.;Ferrer D.;5;10;4825;3280;7;5;6;4;;;;;;;2;0;1,61;2,2;1,66;2,15;1,57;2,25;1,69;2,33;1,67;2,2
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Melzer J.;Nadal R.;12;1;2560;12390;6;1;3;6;6;3;;;;;2;1;8;1,06;6,75;1,08;7;1,08;9,95;1,09;7,5;1,08
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Monaco J.;Zverev M.;41;118;1085;457;6;0;6;2;;;;;;;2;0;1,66;2,1;1,75;2;1,83;1,83;1,69;2,33;1,73;2,1
Shanghai Masters;14/10/2010;Masters 1000;Hard;3rd Round;Federer R.;Seppi A.;3;58;6735;855;6;3;6;4;;;;;;;2;0;1,04;10;1,06;7,75;1,04;9;1,06;12,5;1,05;9
Shanghai Masters;15/10/2010;Masters 1000;Hard;Quarterfinals;Murray A.;Tsonga J.W.;4;13;5125;2390;6;2;6;2;;;;;;;2;0;1,3;3,4;1,35;3,05;1,33;3,25;1,38;3,38;1,33;3,25
Shanghai Masters;15/10/2010;Masters 1000;Hard;Quarterfinals;Djokovic N.;Garcia-Lopez G.;2;35;7145;1175;6;2;6;3;;;;;;;2;0;1,06;8;1,11;6;1,1;6,5;1,1;9,2;1,1;7
Shanghai Masters;15/10/2010;Masters 1000;Hard;Quarterfinals;Monaco J.;Melzer J.;41;12;1085;2560;6;7;7;5;6;2;;;;;2;1;3,75;1,25;3,3;1,3;3,75;1,25;3,64;1,34;3,75;1,25
Shanghai Masters;15/10/2010;Masters 1000;Hard;Quarterfinals;Federer R.;Soderling R.;3;5;6735;4825;6;1;6;1;;;;;;;2;0;1,28;3,5;1,33;3,1;1,3;3,4;1,34;3,64;1,29;3,5
Shanghai Masters;16/10/2010;Masters 1000;Hard;Semifinals;Murray A.;Monaco J.;4;41;5125;1085;6;4;6;1;;;;;;;2;0;1,08;7,5;1,12;5,64;1,13;5,5;1,13;7,94;1,1;7
Shanghai Masters;16/10/2010;Masters 1000;Hard;Semifinals;Federer R.;Djokovic N.;3;2;6735;7145;7;5;6;4;;;;;;;2;0;1,66;2,2;1,65;2,15;1,67;2,1;1,73;2,26;1,67;2,2
Shanghai Masters;17/10/2010;Masters 1000;Hard;The Final;Murray A.;Federer R.;4;3;5125;6735;6;3;6;2;;;;;;;2;0;2,75;1,44;2,6;1,45;2,63;1,44;2,95;1,47;2,88;1,4
Kremlin Cup;18/10/2010;ATP250;Hard;1st Round;Stakhovsky S.;Russell M.;35;87;1199;621;6;4;3;6;7;5;;;;;2;1;1,25;3,75;1,25;3,75;1,29;3,5;1,26;4,47;1,22;3,75
Kremlin Cup;18/10/2010;ATP250;Hard;1st Round;Starace P.;Gabashvili T.;55;102;905;553;3;6;7;5;6;1;;;;;2;1;2,62;1,4;2,5;1,5;2,63;1,44;2,97;1,47;2,75;1,4
Kremlin Cup;18/10/2010;ATP250;Hard;1st Round;Troicki V.;Tursunov D.;43;262;1020;173;5;7;6;4;6;3;;;;;2;1;1,4;2,75;1,5;2,45;1,44;2,63;1,51;2,81;1,5;2,5
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Dolgopolov O.;Belyaev I.;56;334;902;127;6;2;6;4;;;;;;;2;0;;;;;1,33;3,25;1,32;3,78;;
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Crivoi V.;Kuznetsov A.;176;234;292;211;7;6;6;3;;;;;;;2;0;2;1,72;1,95;1,8;1,83;1,83;2,03;1,9;;
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Kukushkin M.;Chardy J.;74;49;669;925;6;2;6;4;;;;;;;2;0;2,62;1,44;2,5;1,5;2,63;1,44;2,62;1,57;2,5;1,5
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Cuevas P.;Brands D.;71;73;690;678;6;2;7;6;;;;;;;2;0;2,37;1,53;2,15;1,65;2,1;1,67;2,47;1,63;1,83;1,83
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Istomin D.;Marchenko I.;46;76;996;661;6;7;6;2;6;2;;;;;2;1;1,57;2,25;1,6;2,25;1,62;2,2;1,68;2,36;1,53;2,38
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Stepanek R.;Hanescu V.;37;51;1155;915;7;6;6;3;;;;;;;2;0;1,53;2,37;1,5;2,5;1,5;2,5;1,66;2,39;1,57;2,25
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Kunitsyn I.;Andreev I.;118;85;475;632;6;4;7;6;;;;;;;2;0;1,9;1,8;1,87;1,87;2;1,73;2,03;1,91;2;1,73
Kremlin Cup;19/10/2010;ATP250;Hard;1st Round;Golubev A.;Gonzalez M.;34;152;1200;356;6;3;6;2;;;;;;;2;0;1,16;4,5;1,2;4,25;1,22;4;1,21;5,17;1,22;3,75
Kremlin Cup;20/10/2010;ATP250;Hard;1st Round;Zeballos H.;Tipsarevic J.;89;38;600;1130;4;6;6;4;6;3;;;;;2;1;3;1,36;3;1,35;4,5;1,17;3,08;1,44;3,75;1,22
Kremlin Cup;20/10/2010;ATP250;Hard;2nd Round;Stepanek R.;Kukushkin M.;37;74;1155;669;6;3;6;2;;;;;;;2;0;1,8;1,9;1,95;1,8;1,8;1,91;2,06;1,86;1,91;1,8
Kremlin Cup;20/10/2010;ATP250;Hard;2nd Round;Baghdatis M.;Starace P.;19;55;1930;905;6;4;6;3;;;;;;;2;0;1,25;3,75;1,25;3,75;1,22;4;1,26;4,43;1,22;3,75
Kremlin Cup;20/10/2010;ATP250;Hard;2nd Round;Cuevas P.;Davydenko N.;71;11;690;2955;7;6;7;6;;;;;;;2;0;4,5;1,16;4,55;1,17;5;1,14;4,81;1,23;4,5;1,17
Kremlin Cup;21/10/2010;ATP250;Hard;2nd Round;Zeballos H.;Crivoi V.;89;176;600;292;7;5;7;6;;;;;;;2;0;1,5;2,5;1,5;2,5;1,53;2,38;1,58;2,58;1,5;2,5
Kremlin Cup;21/10/2010;ATP250;Hard;2nd Round;Dolgopolov O.;Stakhovsky S.;56;35;902;1199;6;2;7;6;;;;;;;2;0;1,66;2,1;1,7;2,08;1,73;2;1,79;2,17;2,2;1,62
Kremlin Cup;21/10/2010;ATP250;Hard;2nd Round;Istomin D.;Mathieu P.H.;46;108;996;514;1;6;7;5;6;3;;;;;2;1;1,57;2,25;1,6;2,25;1,62;2,2;1,74;2,26;1,62;2,2
Kremlin Cup;21/10/2010;ATP250;Hard;2nd Round;Kunitsyn I.;Golubev A.;118;34;475;1200;6;4;7;5;;;;;;;2;0;2,37;1,53;2,25;1,6;2,2;1,62;2,5;1,61;2,2;1,62
Kremlin Cup;21/10/2010;ATP250;Hard;2nd Round;Troicki V.;Tsonga J.W.;43;13;1020;2480;3;6;6;3;7;5;;;;;2;1;2,37;1,53;2,15;1,65;2,38;1,53;2,36;1,68;2,5;1,53
Kremlin Cup;22/10/2010;ATP250;Hard;Quarterfinals;Cuevas P.;Stepanek R.;71;37;690;1155;6;4;7;6;;;;;;;2;0;3;1,36;2,6;1,45;3;1,36;3,45;1,37;2,75;1,44
Kremlin Cup;22/10/2010;ATP250;Hard;Quarterfinals;Troicki V.;Zeballos H.;43;89;1020;600;6;2;6;1;;;;;;;2;0;1,2;4,33;1,3;3,3;1,29;3,5;1,26;4,37;1,22;4
Kremlin Cup;22/10/2010;ATP250;Hard;Quarterfinals;Istomin D.;Kunitsyn I.;46;118;996;475;6;2;6;4;;;;;;;2;0;1,66;2,1;1,85;1,9;1,73;2;1,77;2,2;1,73;2,1
Kremlin Cup;22/10/2010;ATP250;Hard;Quarterfinals;Baghdatis M.;Dolgopolov O.;19;56;1930;902;6;2;7;6;;;;;;;2;0;1,53;2,37;1,65;2,15;1,67;2,1;1,61;2,51;1,67;2,2
Kremlin Cup;23/10/2010;ATP250;Hard;Semifinals;Troicki V.;Cuevas P.;43;71;1020;690;6;3;6;3;;;;;;;2;0;1,3;3,4;1,35;3;1,33;3,25;1,35;3,61;1,36;3
Kremlin Cup;23/10/2010;ATP250;Hard;Semifinals;Baghdatis M.;Istomin D.;19;46;1930;996;6;4;6;7;7;6;;;;;2;1;1,44;2,62;1,5;2,5;1,57;2,25;1,51;2,79;1,53;2,5
Kremlin Cup;24/10/2010;ATP250;Hard;The Final;Troicki V.;Baghdatis M.;43;19;1020;1930;3;6;6;4;6;3;;;;;2;1;1,8;2;1,85;1,9;1,91;1,8;1,76;2,22;1,8;2
Stockholm Open;18/10/2010;ATP250;Hard;1st Round;Ryderstedt M.;Gimeno-Traver D.;392;61;100;819;7;6;6;3;;;;;;;2;0;3,4;1,3;3;1,35;3,4;1,3;3,42;1,37;3,5;1,25
Stockholm Open;18/10/2010;ATP250;Hard;1st Round;Wawrinka S.;Seppi A.;21;50;1720;925;6;2;6;2;;;;;;;2;0;1,25;3,75;1,25;3,75;1,29;3,5;1,32;3,85;1,29;3,5
Stockholm Open;18/10/2010;ATP250;Hard;1st Round;Nieminen J.;Berrer M.;45;52;1005;915;4;6;6;1;6;4;;;;;2;1;1,5;2,5;1,5;2,5;1,57;2,25;1,5;2,84;1,5;2,63
Stockholm Open;19/10/2010;ATP250;Hard;1st Round;Dent T.;Przysiezny M.;101;91;559;594;6;2;;;;;;;;;1;0;1,44;2,62;1,4;2,8;1,44;2,63;1,44;3,09;1,44;2,63
Stockholm Open;19/10/2010;ATP250;Hard;1st Round;Dodig I.;Robredo T.;132;42;419;1030;6;3;6;2;;;;;;;2;0;2,87;1,38;2,8;1,4;3;1,36;2,9;1,48;2,75;1,4
Stockholm Open;19/10/2010;ATP250;Hard;1st Round;Becker B.;Schoorel T.;59;171;832;301;6;3;6;0;;;;;;;2;0;1,33;3,25;1,35;3;1,4;2,75;1,43;3,11;1,33;3
Stockholm Open;19/10/2010;ATP250;Hard;1st Round;Mayer F.;Lopez F.;47;30;986;1335;6;2;6;2;;;;;;;2;0;1,8;1,9;1,75;2;1,8;1,91;1,88;2,04;2;1,727
Stockholm Open;19/10/2010;ATP250;Hard;1st Round;Clement A.;Rochus O.;60;75;824;665;6;0;6;4;;;;;;;2;0;2,37;1,53;2,15;1,65;2,1;1,67;2,34;1,69;2,1;1,67
Stockholm Open;19/10/2010;ATP250;Hard;1st Round;Haase R.;Prpic F.;68;310;723;138;7;6;3;6;6;4;;;;;2;1;1,4;2,75;1,4;2,8;1,4;2,75;1,41;3,2;1,4;2,75
Stockholm Open;19/10/2010;ATP250;Hard;1st Round;Blake J.;Bellucci T.;135;27;405;1430;3;6;6;4;6;4;;;;;2;1;2,37;1,53;2,25;1,6;2,2;1,62;2,63;1,56;2,25;1,62
Stockholm Open;20/10/2010;ATP250;Hard;1st Round;Bachinger M.;Kubot L.;275;64;159;745;6;4;4;6;6;3;;;;;2;1;1,83;1,83;1,8;1,95;1,83;1,83;1,91;2,02;1,83;1,83
Stockholm Open;20/10/2010;ATP250;Hard;1st Round;Kamke T.;Hajek J.;72;100;683;560;6;0;6;2;;;;;;;2;0;1,4;2,75;1,5;2,45;1,53;2,38;1,46;2,98;1,53;2,38
